article;lang
πουλόπα σου τριγύλτσαν τὴν nκασσέλα σ;pontic
κλαίγ νε μαλλοχτουπίγουνταν n ς σὸν;pontic
κόσμον καν νὰν κ ἔχ νε Π nἄφήντς μας ναί;pontic
μαννίτσα μου ἐσύ nχωρὶς πατέραν π;pontic
ἄφήντς μας ναί nμαννίτσα μου ς σὸν;pontic
κόσμον χωρὶς nμάνναν π ἄφήντς μας ναί;pontic
μαννίτσα nμου χωρὶς τρανὰ ἀδέλφâ 15;pontic
Ποῖος θὰ nφορίζ τὸν Κώστην ποῖος θὰ;pontic
πλύν τὸν nΓιάγκον ποῖος θὰ νίφτ τὴν;pontic
Καρτερήν nθὰ χτενίζ τὴν Ἀννίτσαν;pontic
Ποῖον nστράταν θὰ παίρω γὼ κὶ λὲς;pontic
τιδέν nμαννίτσα Μάννα χωρὶς παραθεὸν;pontic
καὶ nσίναν θὰ θαρρεῖς μας Ντὸ ἔν;pontic
ἀοῦτο nντ ἐποῖκες ἀτώρα τὴν δουλείαν;pontic
20 nἐσύ μάννα μâέρ κὶ ξέρτς καὶ ἀς σὴν;pontic
nὀρφανίαν ἕνας θὰ κρούει κι ἄλλε θὰ;pontic
nσύρ κι ἄλλε θὰ ταζιρäζ μας ἐφέκες nμας;pontic
μαννίτσα μου ς σῆ κάμπου τὰ nκλαδία;pontic
Σήτιâ ἐπέγνα μάλιâ μάλιâ ηὗρα μάλιâ;pontic
nκαὶ λειβάδιâ ηὗρα μάλιâ καὶ λειβάδιâ;pontic
nἀναράντζιâ πορτοκάλιâ 5 καὶ ς σὴν;pontic
nἄκραν κρυöν πεγάδιν Ἕπλωσα νὰ κόφτω;pontic
nἕναν κ ἐχολιäστεν ἡ Λεμόνα καὶ τοῦ;pontic
nΓὴλ ἡ θυγατέρα Ντὸ χολιä κεσαι nΛεμόνα;pontic
10 πασκ ἐτσάκωσα κλαδόπον nπασκ ἐμάρενα;pontic
φυλλόπον Κι ἂν nἐτσάκωσα κλαδόπον νὰ;pontic
τσακοῦται τὸ n ερόπο μ κι ἂν ἐμάρανα;pontic
φυλλόπον 15 νὰ nμαραίνετ τὸ καρδόπο μ;pontic
Ηὗρα τοῦ n ερί μ τὰ μῆλα καὶ τῆς;pontic
νύχτας nπαιγνιτόριâ;pontic
Κορά ον ἐκουρφεύκουτον Τὸν χάρον n κὶ;pontic
φοοῦμαι γιατὶ τ ὀσπίτâ μ εἶν nψηλὰ τ;pontic
αὐλόνας ι μ πλατέα γιατὶ καὶ nτὰ ν;pontic
ἀδέλφâ μου ἄξια παληκάρâ Χάρος nστὴν;pontic
πόρταν ἔστεκεν στὸ παραθύρ nἀφοκράτον;pontic
5 Ἔλα κόρ ἂς παλεύομε nστὸ χάλκενον τ;pontic
ἁλώνι σ ἐσὺ καὶ ἂν nπαλεύ ς ἐμὲν νὰ;pontic
σὰν τ ἐσὰ τ nἀδέλφâ κ ἐγὼ καὶ ἂν;pontic
παλεύω σὲν νὰ nσὰν τ ἐμὸν τὴ μάναν;pontic
Ἐπῆγαν καὶ ν nἐπάλεψαν κορά ον;pontic
ἐνικέθεν Στρῶσο nμε μάνα μ στρῶσο με;pontic
θανατικὸν nκρεβάτιν 10 νὰ ἔν μακρὺν νὰ;pontic
ἔν nπλατὺν νὰ ἐχωρῶ καὶ κεῖμαι;pontic
χάλασον nκαὶ ς σὴν τσέπη μου κ ἔπαρ τ;pontic
nἀνοιγαρίτσα ἄνοιξον τὸ σουντούκι μου;pontic
nτὸ κατακλειδωμένον κ ἔβγαλ μάνα nμ τὰ;pontic
ροῦχα μου τὰ καταδιπλωμένα nμάνα μ ντ;pontic
ἐφόρ να τῆ Χριστοῦ ντ nἐνέλλαζα τὰ;pontic
Φῶτα 15 καὶ ντὸ ἐφόρ να nτὴν Λαμπρὴν;pontic
καὶ τὸ Χριστὸς Ἀνέστη;pontic
Τὸν Μάραντον ἔρθεν χαρτίν θὰ πάγη ς;pontic
nσὸ σεφέρι τὴν νύχταν κόφτει πέταλα;pontic
nτὴν νύχταν κόφτ καρφία τὸν μαῦρον;pontic
nἐκαλίβωνεν κατακαρ ῆ ς σὸν φέγγον nΚ ἡ;pontic
κάλλιâ τ μαυροφόρεσεν κι ἀτὸν;pontic
nἐπαρακάλνεν 5 Ποῦ πᾶς ποῦ πᾶς νὲ;pontic
nΜάραντε κ ἐμέν τίναν ἀφήνεις n Ἀφήνω;pontic
σε τὸν κύρη μου τὸν ἅε Κωσταντῖνον n;pontic
Χάρος νὰ παίρ τὸν κύρη σου τὸν nἅε;pontic
Κωσταντῖνον Ποῦ πᾶς ποῦ πᾶς νὲ;pontic
σε τὴ μάνα μου τὴν ἅγιαν nἙλένην 10;pontic
Χάρος νὰ παίρ τὴν μάνα σου nτὴν ἅγιαν;pontic
Ἑλένην Ποῦ πᾶς ποῦ πᾶς nνὲ Μάραντε κ;pontic
ἐμέν τίναν ἀφήνεις n Ἀφήνω σε τ;pontic
ἀδέλφιâ μου τοὺς δώδεκα n Ποστόλους;pontic
Χάρος νὰ πέρ τ ἀδέλφιâ nσου τοὺς δώδεκα;pontic
Ποστόλους Ποῦ πᾶς nποῦ πᾶς νὲ Μάραντε;pontic
κ ἐμέν τίναν nἀφήνεις 15 Ἀφήνω σε;pontic
χρυσὸν σταυρόν nἀργύρον δακτυλίδι τὸ;pontic
δακτυλίδ nποῦλτσον καὶ φὰ καὶ τὸ;pontic
σταυρὸν nπρο κύνα Ἀφήνω σ ίλιâ πρόβατα;pontic
καὶ nπεντακό ιâ ἀρνία Ἀφήνω σε τὸν;pontic
κρίαρον nτὸν χρυσοκουδουνεäτεν ς σὰ;pontic
ψηλασίας nβό κησον ς σὰ χαμηλέας πότ σον;pontic
20 κι nἀφκὰ ς σὸν Ἀσπροπόταμον;pontic
κατέβασον κι nἁλάτ σον Ἐδέβαν χρόνâ;pontic
καὶ καιρούς nἡμέρας ιλιάδας ὁ Μάραντον;pontic
κ nἐγύρισεν καὶ τὸ χαρτίν ατ κ ἔρθεν Ὁ;pontic
nκύρη σ ατ ἐπέθανεν κ ἡ μάνα του nἐτάφεν;pontic
κι ἀτὰ τὰ καλαδέλφιâ του τὴν nκάλην ατ;pontic
κ ἐγνώρτσαν 25 Τ ἀρνία nἐγένταν πρόβατα;pontic
κ ἐποῖκαν κι ἄλλ nἀρνία τὰ δέκα γένταν;pontic
ἑκατόν τὰ n ίλιâ μυριάδες κι ἡ κάλια τ;pontic
κλαίει nκαὶ θλίφκεται τὸν Θεὸν;pontic
ἐπαρακάλνεν n Ἂς ἔρχουντουν ὁ;pontic
Μάραντον κ ἐδούνατον nτὸ βίον κ ἐγὼ;pontic
πάγω ς σὸ μοναστήρ nκ ἐγίνουμ καλογραῖα;pontic
30 Ἀπὸ πέραν nκατήβαινεν εἷς μαῦρος;pontic
καβαλάρης Τὰ nπρόβατα τοπλάεψεν ς σὸ;pontic
σταυροστράτ nἐπῆγεν Καλῶς καὶ καλῶς;pontic
ὥρισες nκαλῶς τον τὸν διâβάτεν Ξένε μ;pontic
nἀπόθεν ἔρχεσαι κι ἀπόθεν καταβαίνεις;pontic
n ς σὰ μέριâ ντ ἐπορπάτεσες ς σὰ nδέβας;pontic
ντὸ ἐδέβες 35 τὸν Μάραντον κ nἐπέντεσες;pontic
καὶ τ ὄνομάτ κ ἔξες n Τίνος εἶνε τὰ;pontic
πρόβατα τίνος εἶνε τ nἀρνία καὶ τίνος;pontic
ἔν ὁ κρίαρον ὁ nχρυσοκουδουνιäτες Τῆ;pontic
Μάραντον τὰ nπρόβατα τῆ Μάραντον τ;pontic
ἀρνία τῆ nΜάραντον ὁ κρίαρον κ ἐγὼ;pontic
εἶμαι ἡ nκάλη ατ 40 Δεῖξε με τὸ χρυσὸν;pontic
σταυρόν nτ ἀργύρο δακτυλίδι δεῖξε με;pontic
καὶ τὴν nμαυρελιὰν ντὸ ἔ εις ς σὴν;pontic
καρδίαν Ἡ nκόρ ἐλιγοθύμεσεν κ ἐροῦξεν;pontic
ς σὰ nποδάριâ τ Ὀντὲς ἐγνέφσεν καὶ;pontic
τερεῖ nεὑρέθεν ς σὴν ἀγκάλιâ τ;pontic
Ὁ Γιάννες ἐπεπίρνιξεν καὶ ς τὸ nνερὸν;pontic
ἐπῆγεν γαργάριζεν ἡ μαστραπά;pontic
nἐγνέφιξεν ὁ δράκον Ἐξέβεν δράκος;pontic
nἄγγελος καὶ θέλ νὰ τρώῃ τὸν Γιάννεν n;pontic
Καλῶς καλῶς τὸ πρόγεμα μ καλῶς τὸ;pontic
nδειλινάρι μ 5 καλῶς ντὸ τρώγω κι;pontic
nἀγρυπνῶ καὶ κεῖμαι καὶ κοιμοῦμαι n;pontic
Παρακαλῶ σε δράκε μου ἄφ σ με κἂν nπέντ;pontic
ἡμέρας πάγω λέπω τὸν κύρι μου nἔρχουμαι;pontic
κ ἐσὺ φά με Ἄρ ἄμε ἄμε nΓιάννε μου ἄμε;pontic
κι ὀλήγορά λα Ὁ nΓιάννες μόνον ἔργεψεν;pontic
ὁ δράκον nἐθεριῶθεν 10 ὅντας τερῇ τὸ;pontic
πέραγκειαν nὁ Γιάννες κατηβαίνει Καλῶς;pontic
καλῶς τὸ nπρόγεμα μ καλῶς τὸ δειλινάρι;pontic
μ nκαλῶς ντὸ τρώγω κι ἀγρυπνῶ καὶ;pontic
nκεῖμαι καὶ κοιμοῦμαι Ἄσε με δράκον;pontic
nἄσε με ἄσε με νὲ θηρίον πάγω λέπω nτὴ;pontic
μάννα μου ἔρχουμαι κ ἐσὺ φά με 15 n Ἄρ;pontic
ἄμε ἄμε Γιάννε μου ἄμε κι nὀλήγορά λα;pontic
Ὁ Γιάννες μόνον ἔργεψεν nὁ δράκον;pontic
ἐθεριῶθεν ὅντας τερῇ τὸ nπέραγκειαν;pontic
ὁ Γιάννες κατηβαίνει n Καλῶς καλῶς τὸ;pontic
πρόγεμα μ καλῶς τὸ nδειλινάρι μ καλῶς;pontic
ντὸ τρώγω κι nἀγρυπνῶ καὶ κεῖμαι καὶ;pontic
κοιμοῦμαι 20 n Παρακαλῶ σε δράκε μου;pontic
Θεοῦ παρακαλίας nἂς πάγω λέπω τ ὀρφανά;pontic
δâτάχκουμαι nτὴν κάλη μ Ἄρ ἄμε ἄμε;pontic
Γιάννε μου nἄμε κι ὀλήγορά λα Ὁ Γιάννες;pontic
μόνον nἔργεψεν ὁ δράκον ἐθεριῶθεν;pontic
ὅντας nτερῇ τὸ πέραγκαν ὁ Γιάννες;pontic
κατηβαίνει n25 Εἶχεν τὰ έρα τ πίσταυρα;pontic
τὴν nγούλαν κρεμασμένον κι ἄλλ ἀποπίσ;pontic
ὁ nκύρις ἀτ φτουλίζ τὰ γένâ τ κ nἔρται;pontic
κι ἄλλ ἀποπίσ ἡ μάννα του nκαταματοῦται;pontic
κ ἔρται ς ὅλ ς nἀποπίσ ἡ κάλη του χρυσὴ;pontic
καβαλλαρέα nχρυσὸν μῆλον ς σὸ έρ ν;pontic
ἀτῆς nπαίζει καὶ κατηβαίνει 30;pontic
κατακαρδών nτὸν Γιάννεν ἀτ ς καὶ;pontic
φοβερίζ τὸν nδράκον Καλῶς καλῶς τὸ;pontic
πρόγεμα μ nκαλῶς τὸ δειλινάρι μ καλῶς;pontic
ντὸ nτρώγω κι ἀγρυπνῶ καὶ κεῖμαι καὶ;pontic
nκοιμοῦμαι Σπαθὶν νὰ ἔν τὸ πρόγεμα nσ;pontic
κοντάρ τὸ δειλινάρι σ φαρμάκ nνὰ τρῶς;pontic
καὶ ἀγρυπνᾷς καὶ κεῖσαι καὶ;pontic
nκοιμᾶσαι 35 Κόρ ἀπ ἐμέν κ nἐντρέπεσαι;pontic
ἀπ ἔμεν κὶ φοβᾶσαι n Ἀπὸ ἐσέν κ;pontic
ἐντρέπομαι ἀπ ἔσεν n κὶ φοβοῦμαι Σ;pontic
τὸν Θό σ ς τὸν Θό nσ νὲ κόρασον τὰ;pontic
γονικά σ ἀπόθεν Ἡ nμάννα μ ἀπ τοὺς;pontic
οὐρανούς ὁ κύρι μ nἀπ τὰ νέφη τ ἀδέλφâ;pontic
μ στράφτ νε nκαὶ βροντοῦν κ ἐγὼ;pontic
γριλεύω δράκους n40 Σ σοῦ πεθεροῦ μου τὸ;pontic
τσακόν nσεράντα δράκων δέρμα ἕναν νὰ;pontic
παίρω nκαὶ τ ἐσόν γεῖνταν σεράντα ἕναν;pontic
n Καθὼς ποὺ λές νὲ κόρασον ἄμε ἀπόθες;pontic
nἔρθες ἂς ἔν ὁ Γιάννες χάρισμα σ nἔπαρ;pontic
τον κι ἄμε δέβα ἂς ἔν ὁ nΓιάννες;pontic
ἀδελφό μ ἡ κάλη του ἡ νύφε nμ 45 τοῦ;pontic
Γιάννε τὰ μικρότερα ἂς εἶν nγυναικαδέλφâ;pontic
Ἕταιρον κ ἡ λυγερὴ πάγ ν ὅλôν τὸν;pontic
nποταμόν ἕταιρον ἐπέρνιξεν κ ἡ κόρη n κ;pontic
ἐπόρεσεν Πέρνιξόν με ἕταιρε τὸ;pontic
nτσαρκούλι μ δίγω σε Νὰ τσερκούλιν;pontic
nπαίρω σε νὰ περνὴν περνίζω σε 5 n;pontic
Πέρνιξόν με ἕταιρε τὸ τσαρκούλι μ nδίγω;pontic
σε Ἄλλο τάμαν τάξον με κι ὀγὼ n σὲν;pontic
περνίζω σε Πέρνιξόν με ἕταιρε nτὸ βρα;pontic
άλι μ δίγω σε Ντ εὔταγ nἀτο τ ἄκλερον;pontic
ἄλλο τάμαν τάξον με nκ ἐπεκεῖ περνίζω;pontic
σε 10 Ἕταιρε nπέρνιξόν με τὸ ζωνάρι μ;pontic
δίγω σε Τὸ nζωνάρ τ ἐσὸν ἂς ἔν ἄλλο;pontic
τάμαν nτάξον με Πέρνιξόν με ἕταιρε τὸ;pontic
nζωνάρι μ δίγω σε ἀς σὴν _ή μ κι;pontic
nἀνώτερον ὅλâ τ ἄλλα δίγω σε Ἂς σὸ n έρ;pontic
ἐπέρπαξεν κι ἀτὲν πέραν ἔσυρεν n15 Δῶσ;pontic
με κόρη ντ ἔταξες τὴν φιλὴν nντ;pontic
ἐτάγαμε ἔρθαμε κ ἐξέρθαμε κ nἐξεκαμπανίσταμε;pontic
ἔρθαμε κ ἐξέρθαμε nκ ἐξωπλαμπανίγαμε;pontic
Ἔμπρâ μουν nλιβάδâ εἶν πάγω κεῖ καὶ;pontic
δίγω σε n Ἔρθαμε κ ἐξέρθαμε κ ἐξεκαμπανίσταμε;pontic
n20 δῶσ με κόρη ντ ἔταξες καὶ ντ;pontic
nἐσυνετάγαμε Ἔμπρâ μουν κοιλάδâ nεἶν;pontic
πάμ ἐκεῖ καὶ δίγω σε Ἔρθαμε nκ;pontic
ἐξέρθαμε κ ἐξεκαμπανίσταμε δῶσ nμε;pontic
κόρη ντ ἔταξες τὴν φιλὴν ντ nἐτάγαμε;pontic
Ἔμπρâ μουνε κώμâ εἶν nπάμ ἐκεῖ καὶ;pontic
δίγω σε 25 Ἄρ δῶσ nκόρη ντ ἔταξες καὶ ντ;pontic
ἐσυνετάγαμε nἔρθαμε κ ἐξέρθαμε κ;pontic
ἐξεκαμπανίσταμε n Πέτ âτον τῆ κύλλ τὸν;pontic
γιὸν ὥς ἀδὰ nντ ἐράευεν Δῶτ âτον ξερὰ;pontic
ξερὰ nκερμούτσâ καὶ στύπον τάν λά ιν;pontic
nτρώει λά μωδâ λά τὴν κόρ nἐλεημονâ;pontic
Κὺρ θωπέκη π ἔσουν π ἔλειπες π;pontic
nἐταξίδευες Κάτω στὸν μέγαν κάμπον;pontic
nἐταξίδευα καὶ εἶδα τὴν κωσσούτσαν μὲ;pontic
nτ ἀλάιν ἀτης κ ἕπλωσα τὸ τατούλι nμ;pontic
γιὰ νὰ μασχαρεύ 5 κ ἐβγῆκε nκατσο γραία;pontic
χάγια χάγια της καὶ τῆς nμαστῆς ἡ νύφε;pontic
Τούτχάι χάγια της κ nἔλυσεν τὸ μαντρό;pontic
κυλο ἀπ τὴν μάντρα nτης Κούμα κουτούζ;pontic
Φραγκόπουλο πιάσ nτον φάτε τον Κ ἐγὼ;pontic
ἀπὸ τὸν φόβο μ nἐ α ούρεψα 10 τ ὀμμάτâ μ;pontic
ἐβιρβίλωσαν nἐρβιβίλωσαν τ ὠτία μ ἐ;pontic
ιλάφρισαν nἐ ιλάφρισαν τ οὐράδι μ;pontic
ἐκαρκάτσωσε nἐκαρκάτσωσε Ἐ θέ κα;pontic
Ἕναν ἄστρεν ἐξέβεν ς σὴν Ἀνατολήν;pontic
nἄλλ ἕναν κι ἄλλο ξέβεν ς σὴν nΤουρνάκελην;pontic
ἄλλ ἕναν κι ἄλλο ξέβεν n ς σ Ἀρμαλοῦ;pontic
τὸ Χάν ἄλλ ἕναν κι nἄλλο ξέβεν ς σὸ;pontic
Καράκαπαν 5 κι ἄλλ nἕναν κι ἄλλο ξέβεν ς;pontic
σὸ Ντεβέμπογιουν nΣοφίτσα μ ἔξ μ;pontic
ἐβγαίνῃς καὶ μὴ nφαίνεσαι ἐλέπ νε σε;pontic
καὶ τ ἄστρâ καὶ nμαραίνεσαι ἐλέπ σε;pontic
καὶ ὁ φέγγον καὶ nδειλαίνεσαι ἐλέπ σε;pontic
καὶ ὁ ἥλεν καὶ nἡλαίνεσαι 10 λέπ νε σε;pontic
τὰ παλληκάρâ nκαὶ ζελεύ νε σε;pontic
Παρακαλῶ σε δέσκαλε ὢ νὲ δέσκαλε nτὴν;pontic
κόρ μὴ κανονίζῃς ἂχ νὲ δέσκαλε nἩ κόρ;pontic
παράδεισον κὶ θέλ ὢ νὲ nδέσκαλε ἡ κόρ;pontic
παρέβγαν θέλει ἂχ νὲ nδέσκαλε 5 Κι ἀπόψ;pontic
