article;lang
ρε φίλε μου αλλά κάμε το λλίο με τρόπο;cypr
έχε λλίο τακτ ένναιν ανάγκη να;cypr
σβήννεις Βάλλω και γω τα χέρια μου;cypr
μπροστά και θωρεί με και γυρίζει που την;cypr
 Αποφασίσαν όλοι της ομάδας να μιλήσω;cypr
εγώ να παρουσιάσω τις σκέψεις που;cypr
εκάμαμε άντρες λαλεί σου μετά Σηκώνουμε;cypr
που λαλείτε να πω αυτα που συζητήσαμε;cypr
ώστε να γίνει διάλογος τjιαι ξέρω γω;cypr
κουβέντες και θωρώ τον που τα θωρεί που;cypr
κάτω Εδεθήκαν τα μηνίγγια μου μπαντάνα;cypr
αλά καράτε κιντ Τραβώ το σπαθί και;cypr
καρφώνω το μεταξύ των ποθκιών του κοντά;cypr
κοντά στα σκέλια του;cypr
 Παίζει να έχει καιρό να;cypr
τραβήσεις καμιά μαλακία λαλώ;cypr
 Εεε σόρρυ;cypr
 Αλλού αυτά λέω;cypr
και;cypr
 α φκάλλω του τα μάθκια του με την;cypr
άκρια του σπαθιού;cypr
 β ευνουχίζω τον;cypr
 γ διώ του 20ευρώ να πάει να ψουμνίσει;cypr
καμιά κινεζούα πέρκει πνάσει;cypr
 Άτε έχω σας και alternative endings Διαλέχτε;cypr
και πάρετε;cypr
 Τι δεν καταλάβετε ρε ΑΡΕΣΚΟΥΝ ΜΑΣ;cypr
Ειμαστε σκλάβοι;cypr
 ρε οκ εν ανάγκη να καρφώνεστε ΚΑΜΕ ΤΟ;cypr
ΔΙΑΚΡΙΤΙΚΑ ;cypr
 Εν εσιει διακριτικά Δε το σαν;cypr
κομπλιμεντ;cypr
 makes me wonder;cypr
 they must be very impressive;cypr
 νταξει αστειεφκω εν θελω να βρεθει;cypr
καμια λεπιδα αναμεσα στα σκελια;cypr
 ψηφιζω κατι μεταξυ 1 και 2;cypr
 ή απλά ήταν πολλά νηστικός ;cypr
 ντάξει κι αυτό με την κινέζα δε μου;cypr
ακούγεται και πολύ πολιτικα ορθό σε;cypr
σχέση με τον τόνο της υπόλοιπης;cypr
ανάρτησης Σε άλλα νέα τώρα εμένα που;cypr
αντικειμενικά είναι μεγάλα κ μου έχει;cypr
συμβεί πολλές φορές το σκηνικό αυτό σου;cypr
λέω ότι μάλλον πολύ ασχολήθηκες Ο τι;cypr
και να πεις θα συνεχίζουν να κοιτάζουν;cypr
οπότε μη χαλιεσαι δε θα βγάλεις;cypr
άκρη;cypr
 χαχα πολιτικα ορθό doesnt apply to me η;cypr
υπόλοιπη ανάρτηση έχει να καμει μαζί;cypr
μου ίντα σχέση έχει η κινεζούα ρε μα;cypr
άλλο να τα κοιτάζουν άλλο να μεν μπορεί;cypr
να γυρίσει προς το μέρος μου χωρίς να τα;cypr
θωρεί ;cypr
 Disclaimer καμμία κινεζούδα δεν βλάφτηκε;cypr
από αυτή την ανάρτηση;cypr
 hahahahahhaah skonte ts ;cypr
 protimw to ending me tin kinezoua alla jai pale na eshei tipote ta;cypr
gerima giati profanws o ttapouras thelei mpalkonata gi afto dkialekse me;cypr
sofia eirini ymin;cypr
 ειρήνη πάσιν D;cypr
 Μπορει να εισχεν προβλημαν ο ηχος;cypr
τζαι εκοιταζεν τα ηχεια Ρ;cypr
 λολ ναι εννοείται ο ήχος η εικόνα;cypr
κάτι ;cypr
 Ego simfono me ton Popcornmaster me diakritika me tipote apla tin;cypr
ora pou antallasate mathkies en ginete na girizei pou tin alli san to;cypr
shiesi eprepe na se karfosi me to vlemma tou jie jinos D;cypr
 dude εν έχει χειρότερο πράμα που άντρα;cypr
που εν ξέρει όσπου φτάνει το σhιέρι του;cypr
αν με κάρφωνε μπορεί να γίνουμουν και;cypr
αγενής;cypr
 monster master whatever;cypr
 Ε κοιτα Ειπαμεν το βυζί ουκ ελάττω δω;cypr
αλλά να καρφώνεις τον άλλο εντελώς οταν;cypr
ξέρεις ότι σε βλέπει είναι ολίγον creepy;cypr
 heheheh;cypr
 afoplistiko akouete kalitero ;cypr
 mporei na akouete kalitero all a en creepy actually;cypr
 φκαρτου τα μαθκια του σιορ εν στο;cypr
θωρε που εννα μεινει τουτος τζε εν;cypr
κριμα;cypr
 na tou ta fkalo na pnasei hahahahah eise dikos m esi ;cypr
 Gia posous pontous kontous miloume Exw kai egw provlima me tous;cypr
kontous ase pou exoun tzai ena komplex napoleontismou;cypr
 re to orio i think kato p 170 ;cypr
 Κατάλαβα έχω υπόψη μου ένα νέο θέμα;cypr
για γράψιμο που θα ξεκινήσω μόλις βρω;cypr
λίγο χρόνο και θα είναι μιας τέτοιας;cypr
κατάστασης ;cypr
 Όσο για το στήθος μπορείς απλά να τους;cypr
κομπλάρεις και έτσι να είσαστε;cypr
πάτσι;cypr
 na tous komplaro how ;cypr
 Okay εσιεις εντυπωσιακο στήθος;cypr
επέλλανεν ο μιτσης είμαστε ούλλοι;cypr
γουρουνια κλπ btw να πελλανεις που εν;cypr
μπορεις να καμεις κατι για να το;cypr
αποτρεψεις εχτος που το να βαλεις;cypr
τζιελαπια Anw αν και δεν θελω να γινω;cypr
αδιάκριτος το ερωτημα είναι ένα;cypr
 ΤΙ ΔΟΥΛΕΙΑ ΚΑΜΝΕΙΣ;cypr
 Είσαι πυρινηκός επιστήμονας;cypr
 Είσαι νευρόχειρούργος;cypr
 Η μεγαλοστέλεχος σε πολυεθνική;cypr
 ενναιν και τόσο εντυπωσιακό για τούτη;cypr
τη συμπεριφορά λεέμεμεμεμεμεμεμεμε ;cypr
 λολ μια δουλειά που i dont getpaid enough for the;cypr
shit i gotta do;cypr
 πάντως ακούετε πολλά wow εν ωραία;cypr
δουλειά αλλά όι και τόσο γουάο τύπικαλ;cypr
κυπριακή;cypr
 Wow girl Τζιαι εσεις ρε αντρες εσιει;cypr
τροπο να παρετε ματι χωρις να σας παρουν;cypr
πρεφα τουτος πραγματι πρεπει να εισιεν;cypr
τζιερο να το γευτει;cypr
 Τζιαι εγω εχω τουτο το issue με το υψος;cypr
τζιαι κανενας εν με καταλαβει Αν εν;cypr
νακκον πιο κοντος τελος εννεν αντρας αν;cypr
τζιαι εζησα καταπληκτικες στιγμες;cypr
καποτε με ενα πιο κοντο σορρυ παρεκτεπομαι;cypr
 είδες τελικά ενναιν απόλυτα τούτα;cypr
τα πράματα απλά εν χαρακτήρες i think οι;cypr
κοντοί έχουν ενα θεματάκι να αποδείξουν;cypr
τους εαυτούς τους αλλά πάλε ρε δαμε;cypr
χορεύκω με κανένα πιο κοντό πάει να με;cypr
κάμει καμιά φιγούρα δύσκολη και είμαι;cypr
κάπως ηρέμησε αγόρι μου να μου;cypr
φατσhισεις τjιόλας παρεκτράπου;cypr
να μάθουμε καμιά ιστορία spicy ;cypr
 Θα γινω χυδαια παντα εστι ειμαι actually;cypr
αλλά με τις φιλες μου για να τονισουμε;cypr
οτι καποιος εν κοντος λαλουμε οτι ;cypr
 Κάμνει γλυφομ νι στέκοντα;cypr
 μουαχαχα;cypr
 ahahahhahahahahahahahα ρε γαμώτο λαλώ το και γω;cypr
και γω μιλώ ωμά δεν είναι χυδαιότης;cypr
είναι απλα αντικειμένικός λόγος;cypr
duuuh ;cypr
 Xefeygetai kopelles kai etsi mporeite na komplarete enan;cypr
antra;cypr
 Είχα;cypr
πει ότι εν θα σε αναφέρω σε τούτο το;cypr
μπλογκ ποτέ Επειδή ξέρεις το και;cypr
θκιαβάζεις το και εννά ήταν άβολο να σε;cypr
ξαναδω μετά Αλλά αξίζει σου;cypr
 Ξέρω σε 15 χρόνια αλλά ήρτες πριν μια;cypr
διετία και ήβρες με τζιαμέ που τα;cypr
ισοπέδωσα ούλλα και έκαμες μου hi 5 Σάννα;cypr
και είπες μου μα τι ωραία μαύρα;cypr
και γέριμα τα έκαμες Και είδα;cypr
σε ξανά και ξανά κείνες τες μέρες;cypr
πιντοτά Πόσο εμιλήσαμε τούτα τα χρόνια;cypr
ώρες ατέλιωτες να σκαλίζουμε τον νου;cypr
μας Να τρυπώνεις μες τα δωματιούθκια;cypr
μες τες γωνιές να τα φκάλλεις ούλλα στην;cypr
φόρα Να ανακαλύπτεις ούλλες τες Rosalin;cypr
που έχει τjιμέσα Να πιέζεις να είμαι ο;cypr
εαυτός μου και να είμαι όσο μπορώ Να;cypr
ρωτάς γιατί να αμφισβητάς ότι λαλώ να;cypr
θέλεις εξηγήσεις επεξηγήσεις και να;cypr
μεν δέχεσε το να μεν απαντώ Να ανακαλύπτεις;cypr
τες τελετές μου και τα βάθρα μου και;cypr
τες κλίμακες και τες ζυγαριές και τα;cypr
προσωπεία και τες μάσκες και κείνη την;cypr
άλλη την πλευρά Που την είδες πρώτη;cypr
φορά κείνη τη νύχτα που ήπιαμε ούλλα τα;cypr
τσιγάρα του κόσμου και ακούαμε μουσική;cypr
ππέσοντας Που φαίνεται για δευτερόλεπτα;cypr
και μετά χώνεται Κάθε νύχτα μαζί σου;cypr
ήταν σχεδόν πάντα εξαντλητική που το;cypr
πόσο έπρεπε να σκέφτουμε και να πιέζω;cypr
τον εαυτό μου;cypr
 Είμαι απόμακρη και έχω τες προφυλάξεις;cypr
μου και κρατώ τες αποστάσεις μου και εν;cypr
αφήνουμε ούτε διώ ευκαιρείες Επειδή;cypr
τjιείνοι που εννά αντέξουν τούτα ούλλα;cypr
και εννά καταφέρουν να αγγίξουν το χέρι;cypr
μου λείπουν μου άμα φεύφκουν Λείπουν;cypr
μου συνέχεια και αγαπώ τους και έχουν;cypr
πολλή επιρροή και δύναμη πάνω μου;cypr
 Εν είσαι απλά φίλος μου είσαι κάτι;cypr
άλλο Εσύ και γω ξέρουμε εν έχει;cypr
 Και τωρά φέφκεις Επειδή τούτος ο;cypr
τόπος εν λλίος εν σε φορούν οι τόποι;cypr
Τίποτε ένναιν αρκετό τίποτε ένναιν;cypr
δεδομένο τι έχει πάρακατω που μπορείς;cypr
να φτάσεις γιατί γιατί γιατί συνέχεια;cypr
αμφισβητείς ούλλα τα πάντα συνέχεια;cypr
θέλεις την νέα πρόκληση να εύρεις όσπου;cypr
εν οι δυναμεις σου να εύρεις τα όρια σου;cypr
αν έχεις εν σου κάμνει τούτη η ζωή Εν;cypr
είσαι για τούτη τη ζωή εν είσαι για τα;cypr
δεδομένα και τα βολέματα Και φέυκεις;cypr
και αφήνεις μια τρύπα τεράστια Εν ξέρω;cypr
τι να κάμω;cypr
 Είμαι χαρούμενη για σένα Φοούμε έτσι;cypr
όπως φεύκεις χωρίς τίποτε στο τίποτε;cypr
αλλά είσαι παντοδύναμος;cypr
 Φεύκεις 31 12 να σε έυρει αλλού ο νέος;cypr
χρόνος και μετά λαλείς ότι έχω εγώ;cypr
τελετές;cypr
 Είπα σου μια που τες αμέτρητες νύχτες;cypr
στην Plato s ότι τούτο το τραγούδι εν για;cypr
σένα και μένα Και όποτε το ακούω;cypr
θυμούμε σε και όποτε θα το ακούω θα σε;cypr
θυμούμε Κάθε στίχος ταιριάζει;cypr
 Τούτο το ποστ εγράφτηκε σε διάφορες;cypr
φάσεις Έσβησα τα δακρύβρεχτα drama queen shit;cypr
Απλά εν έχει πολλή δομή εν όπως μου;cypr
έρκουνταν και όπως τα πετσόκοψα;cypr
 Συγνώμη που σε αποχαιρέτησα έτσι ξέρω;cypr
είμαι ψυχρή και αυτιστική και αμπάλατη;cypr
Αλλά αφού ξέρεις με;cypr
 Είσαι η πιο αγνή και ειλικρινής μου;cypr
σχέση;cypr
 Καλή συνέχεια;cypr
 soul mind mate;cypr
 C u soon xxx;cypr
 Σε καταλαβαίνω απόλυτα Αν και δεν τον;cypr
