ΠΟΙΗΤΗΣ,Dialect
"κι ο ένας τ’ άλλου δυνατά, το χέρι να βαστάτε,",CR
"για ν’ ανεβείτε το βουνό, να φτάσετε στη δύση",CR
"κι υγεία, δόξα και χλιδή, να σας χαρίζει η ζήση.",CR
"Κι ο ήλιος ο βιγλάτορας, φιλάκια να σας στέλνει,",CR
"µ’ άνθη και ροδοπέταλα, το βίο σας να ραίνει.»",CR
"«Τα χρόνια µαθουσάλια, για τα γενέθλιά σου,",CR
"έφτασες τώρα τη ψηλή του Παρνασσού κορφή,",CR
"ως τόσο και τον Όλυµπο, να ‘χεις πάντα µπροστά σου,",CR
κείθε να γίνεις µια λαµπρή κι υπέροχη µορφή».,CR
"«Φίλε µου χρόνια σου πολλά, για τα γενέθλιά σου",CR
"κι αληθινά να γίνουνε, όλα τα όνειρά σου.",CR
Να ζήσεις χρόνια εκατό και πιο πολλά ακόµη,CR
"κι όλοι για σένα να ‘χουνε, την πιο καλή τη γνώµη.",CR
[34],CR
Μακριά από σε τα βάσανα κι η κάθε δυστυχία,CR
"και µόνιµη συντρόφισσα, να ‘χεις την Ευτυχία.",CR
Έτσι γλυκά να πορευτείς σ’ ολόκληρη τη ζήση,CR
"κι η τύχη σου πολλά παιδιά, καλά να σου χαρίσει.",CR
"Εγγόνια και δισέγγονα, χλιδή, υγεία, πλούτη να",CR
"σου κρατάνε συντροφιά, µεσ’ την ζωή ετούτη».",CR
Ευχές για το νέο έτος,CR
"∆∆υό ευχές σου δίνουµε, τώρα π’ αλλάζει ο χρόνος,",CR
ζάπλουτος να΄σαι στις χαρές και πάµφτωχος στον πόνο.,CR
Να χαίρεστε την κοπελιά που φέρατε στον κόσµο,CR
"να προοδεύει ευχόµαστε σε όλη της τη ζήση,",CR
πάντοτε να µοσχοβολά βασιλικό και δυόσµο,CR
κι ευωδιά να απλώνετε σ’ Ανατολή και ∆ύση».,CR
"Ούριο να’ χεις άνεµο, µέρες Αλκυονίδες,",CR
"και να σε ραίν’ ο ήλιος, µε τις χρυσές του αχτίδες.",CR
[35],CR
,CR
"Γυναίκα µάνα υπέροχη Ρουλίτσ’ αγαπηµένη,",CR
χίλιες σ’ ευχόµαστε ευχές όλοι µαζ’ ενωµένοι,CR
"Τα χρόνια µαθουσάλια και τρισευτιχισµένα,",CR
"να χαίρεσαι τα τέκνα σου, να χαίρεσαι κι εµένα",CR
"Όσά’ ναι τ’ άνθη του Μαγιού τα λούλουδα τ’ Απρίλη,",CR
"τόσα σε εσένα ο Θεός, χρόνια χρυσά να στείλει.",CR
"Χρόνια πολλά ευχόµαστε, όλοι για τη γιορτή σου,",CR
"και η υγεία και η χλιδή, να ‘ναι πάντα µαζί σου.",CR
[36],CR
"Ρόδο και τριαντάφυλλο,",CR
"Οµορφη άσπρη βιόλα,",CR
"Υάκινθε ευωδιαστέ,",CR
"Λουλούδι µυρωµένο,",CR
Αγάπη τα ‘χεις όλα.,CR
"Σ’ έχω βαθιά µεσ’ στην καρδιά,",CR
"Αγριολούλουδο τ’ αγρού,",CR
"Γαρύφαλλο του δειλινού,",CR
"Αστέρι τ’ άσωστ’ ουρανού,",CR
"Που φέγγεις στ’ άφεγγα του νου,",CR
Ωραίου άνθους ευωδιά.,CR
[37],CR
Φιλώ σε ,CR
"Φίλε φιλτέρων φίλτατε,,",CR
"Ιδανικό µεγάλο η φιλία,",CR
"Λαµπρό αστέρι ύπατε,",CR
Ωραία ιστορία του Φιντία.,CR
"Σα φάρος τη ζωή φωτίζει,",CR
Ελπίδα και χαρά χαρίζει.,CR
Ηρωίδα (Ακροστιχίδα),CR
"Ηλιος της µέρας, χλωµό φεγγάρι",CR
Ρόδο του Μάη και ψιφακιά1,CR
"Ωραίον άνθος, ποιος θα σε πάρει",CR
Ιδέα είσαι ιδανικιά.,CR
∆άφνες αµάραντες θε να µαζέψω,CR
"Αξια βασίλισσα, για να σε στέψω.",CR
"1. Αγριολούλουδο καταπληκτικό, άσπρο σαν τριαντάφυλλο, µε µεθυστική ευωδιά, το οποίο ανθεί στο Κουστογέρακο Κρήτης.",CR
[38],CR
,CR
Πόλεµος ξέσπασε στην Παλαιστίνη.,CR
Εβραίοι χίµηξαν µ’ όπλα βαριά.,CR
Τρόµαξε πάλι η θεία ειρήνη.,CR
Ροµφαία πύρινη για τα θεριά.,CR
Ολα τα κάνουν Αµερικάνοι.,CR
Στυγνοί κι’ αδίσταχτοι σαν ταµερλάνοι.,CR
Νίκη (Ακροστιχίδα),CR
Νησί τρισένδοξο τρανό µεγάλο.,CR
"Ιον της θάλασσας, λαµπρό νησί.",CR
"Κρήτη αθάνατη, που ‘χες τον Τάλω,",CR
Η ιστορία σου είναι χρυσή.,CR
[39],CR
Ελα γλυκιά Εµανουέλα,CR
"Μη φεύγεις, για θα µου ‘ρθει τρέλλα.",CR
Αγάπη διώξε την ανία.,CR
Νιώσε την τόση µου αγωνία.,CR
Ο κόσµος είσαι εσύ για µένα.,CR
Υµνος θα γίνω εγώ για σένα.,CR
Ελπίδα και αισιοδοξία.,CR
Λάµψε σαν ήλιος εξαισία.,CR
Ανοιξη γίνε κι’ οπτασία.,CR
Αλίκη (Ακροστιχίδα),CR
Αρωµα είσαι και ευωδιά,CR
Λουλούδι ανθισµένο.,CR
Ιριδισµός µέσ’ την καρδιά.,CR
Κορµάκι σµιλεµένο.,CR
Η οµορφιά σου τρέλανε και την ακροστιχίδα.,CR
[40],CR
Σεµνή ευγενικιά κοπέλα.,CR
Οµορφης κανελιάς κανέλα,CR
Φωνή γλυκιά σαν καρδερίνα.,CR
Ιδια σαν του αγρού τα κρίνα.,CR
Αγνή ωραία σαν και κείνα.,CR
Φιλία (Ακροστιχίδα),CR
"Φίλε µου φίλων φίλτατε, φύλαγε τη φιλία,",CR
"Ιδανικό ατίµητο κι υπέρτατο αγαθό,",CR
Λαµπρότατη πανσέληνος γεµάτη µεγαλεία,CR
"Ιδια σαν και τον Έβενο, που βγαίνει στο βυθό",CR
"Αφεγγη νύχτα η ζωή, θα ‘ταν χωρίς εσένα,",CR
συννεφιασµένος ουρανός και δέντρα µαραµένα.,CR
[41],CR
"Αλάργ’ αλάργα το φιλί, για να ‘χει νοστιµάδα,",CR
το µήνα κανά δυό φορές και µια την εβδοµάδα.,CR
"Της όµορφης τα µάγουλα, όταν γελά λακώνουν",CR
"και τα παιδιά στη γειτονιά, την κρυφοκαµαρώνουν.",CR
"Πιο πάν’απ’ τα γόνατα, πιο κατ’ από τα φάλη,",CR
"είναι µια αρκαλότρυπα, που µπαίνουν οι αρκάλοι.",CR
"Μαύρ’ είµαι και κατέχω το, άσκηµη και θωρώ το,",CR
"µακιά που το’χουν οι καλές, το’χω κι εγώ χαρώ το.",CR
"Γάϊδαρος είν’ ο γάϊδαρος, ανε φορεί και σέλλα",CR
"κι η γρα κι’ ανε στολίζεται, δε γίνεται κοπέλα.",CR
"Καλλιά’ ναι να τη χαίρονται την οµορφιά σου όλοι,",CR
"παρά να’ σαι µοναχικός, κρίνος σ’ ένα περβόλι.",CR
"Εσύ’σουνα που µου ‘ταζες, λαγούς µε πετραχήλια",CR
"κι εδά θωρώ πως ήτανε, τα λόγια σου κοχύλια.",CR
"Άσπρη γυναίκα αγάπησε και δε θα µετανιώσεις,",CR
"στα νάζια και στα σκέρτσα της, πολλές χαρές θα νοιώσεις.",CR
[42],CR
"Αν θέλεις κάτσε φρόνιµα και ντήρα τη δουλειά σου,",CR
"να µη σε κάµω να βαστάς, παιδί στην αγκαλιά σου.",CR
"Σαν τη τρελή αµυγδαλιά, π’ ανθίζει το Γενάρη,",CR
"είσαι κι εσύ κοπέλα µου, κι αλί που θα σε πάρει.",CR
"Όσοι φωνάζουν δυνατά, όταν τους πιάνει φούρια,",CR
ας µην ξεχνούν ότι φωνή έχουν και τα γαϊδούρια.,CR
"Έφτασε ο πόνος στην καρδιά κι ελπίδα µπλιό δεν έχω,",CR
"τσ’ αγάπης κι άλλα βάσανα, να βάλω δεν αντέχω.",CR
"Έτσα µου διώχν’ ο διάολος, να παίξω έναν πήδο",CR
"και να βρεθώ ανάσκελα, στου βαρελιού τον πύρο.",CR
"Ο φλύαρος κι ο σάλιαγκος έχουν τα ίδια χάλια,",CR
"γιατί κι οι δυο όπου περνούν, αφήνουν πίσω σάλια.",CR
"Καλλιάχω τσι κοφτές ελιές, παρά τσι κολυµπάδες,",CR
καλλιάχω µία κοπελιά παρά πενήντα γράδες.,CR
"Σαν τηνε δεις την κοπελιά, να ΄χει στα πόδια τρίχες,",CR
"έχει διαόλους µέσα της, και γλώσσα δέκα πήχες .",CR
"Εγώ σε πήρα κοπελιά κι έδωκα τον παρά µου,",CR
"για να σε θέτω ανάσκελα, να κάνω τη δουλειά µου.",CR
"Εγώ σε πήρα κούκλα µου για να µε πασπατεύεις,",CR
µα συ κοιµάσαι σαν τ’ αρνί και πράµα δε γυρεύεις.,CR
"Σειρά, σειρά ν’ οι αγγουριές, σειρά’ ναι και τ’ αγγούρια,",CR
"καλά το λεν’ οι κοπελιές, πως είν’ οι άντρες βούγια.",CR
[43],CR
Θέλω έναν Άντρα...ΆΝΤΡΑΚΛΑ !,CR
"Θέλ’ έναν άντρα άντρακλα, µ’ εµπριστικιά φουσέκα",CR
"να βγάζει λάβα και φωτιά, να καίει τη γυναίκα.",CR
"Πού να τον βρεις τον άντρακλα, την εποχή ετούτη,",CR
"που είναι όλοι τραβεστί, πούστηδες και τοιούτοι;",CR
"Αλί, σε τούτους τους καιρούς σε τούτα τα ζαµάνια,",CR
"που’ ναι τα πιάτα θυµιατά, και τα σκατά λιβάνια.",CR
"Μεγάλη µπόχα και βρωµιά κι’ αβάσταχτη σαπίλα,",CR
δέρνει την κοινωνία µας και φοβερή µαυρίλα.,CR
"Μαύρη µαυρίλα πλάκωσε, µαύρη σαν καλιακούδα",CR
κι η κοινωνία έγινε µια βρωµερή αρκούδα.,CR
"Όλα γινήκανε σκατά, χάλασ’ όλος ο κόσµος",CR
"και δε µοσχοβολούνε πια, τα λούλουδα κι ο δυόσµος.",CR
[44],CR
"Σκατά εδώ σκατά εκεί, πολύ σκατό εφέτο,",CR
και απ΄τα σκατά σηκώνοµαι και πάλι ξαναπέφτω.,CR
"Σκατά, σκατά, σκατά, παντού σκατά, το λέω δεν το κρύβω,",CR
"σκατά, σκατά, κι απόσκατα, σκατούλες εις τον κύβο.",CR
"Οι οχετοί ανοίξανε και βγαίνει πολύ µπόχα,",CR
"κι η κοινωνία φίλε µου, είναι πολύ µαζόχα.",CR
"Τέτοια σαπίλα και βρωµιά και τόση δυσοσµία,",CR
δεν έχει ξαναβγεί ποτέ στη σάπια κοινωνία.,CR
"Ακόµη κι’ η θεόστραβη αυτ’ η δικαιοσύνη,",CR
εµπέρδεψε τα µπούτια της µε την ιερωσύνη.,CR
"Κι οι δυο σκατά γίνανε στον κόσµο µας τον άγωνο,",CR
